host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
151996,https://www.airbnb.com/users/show/151996,Howie And Lisa,2010-06-25,"Vancouver, Canada","We love to travel and see the world on an affordable budget...that's why we like to offer clean, comfortable and affordable accommodation for guests who wish to visit beautiful Vancouver. ",90%,89%,https://a0.muscache.com/im/users/151996/profile_pic/1306282522/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/151996/profile_pic/1306282522/original.jpg?aki_policy=profile_x_medium,Commercial Drive,1,1
160970,https://www.airbnb.com/users/show/160970,Greg,2010-07-08,"Vancouver, Canada","Hello, I love to travel around the world and think AirBnB is great.",N/A,N/A,https://a0.muscache.com/im/pictures/user/59d8c31a-e49a-4387-a14d-6ffb48f0cc18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/59d8c31a-e49a-4387-a14d-6ffb48f0cc18.jpg?aki_policy=profile_x_medium,Yaletown,1,3
161045,https://www.airbnb.com/users/show/161045,Victoria,2010-07-08,"Vancouver, Canada","Integrated Media Artist. Work in web, film, audio, computer performance and dance. I am a native English speaker who is learning Bahasa Indonesia because I plan to travel to Indonesia.

I love hosting and traveling because I meet interesting people. Looking forward to meeting you!",100%,89%,https://a0.muscache.com/im/users/161045/profile_pic/1279668211/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/161045/profile_pic/1279668211/original.jpg?aki_policy=profile_x_medium,Kitsilano,1,3
162896,https://www.airbnb.com/users/show/162896,Vanessa,2010-07-10,"Vancouver, Canada","Welcome! I am a chill, west coast gal. I am commercial pilot and love to travel so if my calendar shows an opening it means I am usually away somewhere. I've lived in many different cities, but Vancouver is most definitely my home and feel lucky to call it that. When at home I love walking on the seawall, or taking my bike around Stanley Park, going to yoga, or having a drink on a patio or enjoying a book in a coffee shop. ",100%,95%,https://a0.muscache.com/im/pictures/user/cdc4e358-58cb-498d-bebd-069c94f39df9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cdc4e358-58cb-498d-bebd-069c94f39df9.jpg?aki_policy=profile_x_medium,Kitsilano,2,4
169365,https://www.airbnb.com/users/show/169365,Peter,2010-07-17,"Vancouver, Canada","I was born in Vancouver, know a lot about the city, it's history and how to get around.  I should be able to answer most questions you might have, I hope to make your stay as convenient as possible.  Learning Spanish and I'm at a reading the newspaper level so far. 





",100%,95%,https://a0.muscache.com/im/pictures/user/983c35f1-bf04-4d3f-87ed-30377e2d832d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/983c35f1-bf04-4d3f-87ed-30377e2d832d.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,2
179396,https://www.airbnb.com/users/show/179396,Lili,2010-07-24,"Vancouver, Canada","I am the executive director of the Vancouver Latin American Cultural Centre and have been hosting since 2010. I am a 20-time Superhost winner – even got a trophy from Airbnb! Please note that to comply with the City of Vancouver's bylaws, I only accept monthlong reservations.

I immigrated from Brazil to Vancouver in 2008 and now I'm also a Canadian citizen. Ken, my partner, is a musician and film critic.  As you can imagine, we watch more movies in one year than most people in their whole lives! I love cooking and baking with the great local products we find here.

I totally fell in love with Vancouver as soon as I got here, and I'm sure you will, too. (Or maybe you are returning for a visit and know exactly what I'm talking about!)

You will find a clean and comfortable apartment at the perfect location to explore the city, and I'll do my best to make your stay enjoyable and stress-free. 

I know how stressful planning a trip can be, so feel free to contact me with any questions.

I hope to see you soon!


",100%,90%,https://a0.muscache.com/im/pictures/user/d1bb749d-22f0-4099-a992-545084190649.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d1bb749d-22f0-4099-a992-545084190649.jpg?aki_policy=profile_x_medium,Downtown Vancouver,4,10
205273,https://www.airbnb.com/users/show/205273,Thyrza,2010-08-18,"Vancouver, Canada","I am an artist. I used to design and build costumes for theatre, film and TV but now I mainly make sculptural stuff and paint quite a bit but also do a little photography. My name is rare. If you look me up, you will find me fairly fast.

My husband Erez and I are fiftysomethings and have no kids but are fine with it if you do. We inherited 4 giant dogs from my dad who lived in the desert but are down to one since they were old guys when we got them. That sure changed our lives. I know I could never handle the responsibility of kids.


We split our time between California and Canada and can often be found on the I-5 in a big white cargo van  hauling many dog beds and dogs.

We are total podcast nerds and also like a good audiobook. We listened to The Life of Pi on one of our trips with the four dogs and felt very much like we were a boat full of critters that had to somehow learn how to travel together. 

Some podcasts we like are Benjamin Walker's Theory of Everything, 99% Invisible , Planet Money, Selected Shorts, This American Life, Radiolab, Future Tense, Science Friday, Wiretap, Singularity 1 on 1, Serial, Startup etc etc.

When we aren't listening to podcasts we can usually be found on reddit  so we are pretty quiet tenants.
When we travel it's important that there is a dog park nearby (if we have the vermin along) and otherwise, a solid internet connection is the only must.

The studio I'm listing here is my actual art studio but we also use it as a guest house. It used to be a garage. There is a bit of space to lay down fold out foamies as an additional bed but there isn't a living room area or a sofa. There also is not a kitchen but a kitchenette- only a two burner electric cooktop, coffee maker, coffee grinder, microwave, toaster oven,kettle,  apartment fridge and a giant restaurant sink (in case you need to dye anything while you are here ; ) There are various tools taking up space (eg: drafting table,industrial sewing machine) but there is a small table and a few office chairs. The main space is taken up with a very tall 8' x 4' work table. Anyone that wants to create stuff  is in luck. Just ask and I may be able to supply whatever tools or materials you need too.

thyrza(dot)ca",100%,93%,https://a0.muscache.com/im/users/205273/profile_pic/1282154965/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/205273/profile_pic/1282154965/original.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,4
214986,https://www.airbnb.com/users/show/214986,Ardene,2010-08-27,"Vancouver, Canada","Ardene works in fashion and our family owns a chain of local music stores. We are young, creative professionals. Blaine is a musician and plays in a few local bands. Ardene is a personal stylist. We like to think of our family as laid back, easy going and welcoming. We love our community and believe Vancity to be one of the best cities in the world! We have travelled extensively internationally and enjoy fine food, music and art. 
Our family is super casual but with extremely busy lifestyles. We are independently employed and always on the go! 
",100%,97%,https://a0.muscache.com/im/users/214986/profile_pic/1376000264/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/214986/profile_pic/1376000264/original.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,11
218108,https://www.airbnb.com/users/show/218108,Michael + Emily,2010-08-31,"Vancouver, Canada","We are a Vancouver based family that is actually from here (rare!), living near Commercial drive. We look forward to welcoming you to our lovely city, or visiting you in yours. 

",100%,100%,https://a0.muscache.com/im/users/218108/profile_pic/1384208638/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/218108/profile_pic/1384208638/original.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,1
219431,https://www.airbnb.com/users/show/219431,Damien,2010-09-01,"Vancouver, Canada","I loved to travel. I am responsible, clean, tidy, non-smokers and love to meet new friends around the world.",100%,75%,https://a0.muscache.com/im/pictures/user/25d40c87-00a5-4d82-b3f3-e09a4e8612eb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25d40c87-00a5-4d82-b3f3-e09a4e8612eb.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,2,2
221993,https://www.airbnb.com/users/show/221993,Vivian,2010-09-03,"Vancouver, Canada","We are a young family from Vancouver, Canada and have used airbnb with great success since 2011. ",100%,96%,https://a0.muscache.com/im/users/221993/profile_pic/1372130939/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/221993/profile_pic/1372130939/original.jpg?aki_policy=profile_x_medium,Knight,1,1
227101,https://www.airbnb.com/users/show/227101,Sarah,2010-09-07,"Vancouver, Canada","After living in France a few years ago I realized I would only stay in apartments during extended stays from then on. Travelling frequently I look for 4 star hotel qualities coupled with a reasonable rate in any accommodation. My own vacation rental, I hope, offers the same here in Vancouver. I put every effort in to outfit this studio with everything a stylish traveler needs. Extremely clean, great location, well appointed furnishings and wifi are at the top of my list and they will be the top of yours if you are looking to stay at DohmHome for a stay longer than 30 nights!
",N/A,N/A,https://a0.muscache.com/im/users/227101/profile_pic/1324319564/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/227101/profile_pic/1324319564/original.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
228917,https://www.airbnb.com/users/show/228917,Justin,2010-09-08,"Richmond, Canada",A Canadian found half the time in Colombia and half the time in Canada/Europe/Asia.  I travel a lot and have been to 60? 70? countries by now.,100%,98%,https://a0.muscache.com/im/pictures/user/420ec706-369c-4fd5-ac70-c57f12b8ebee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/420ec706-369c-4fd5-ac70-c57f12b8ebee.jpg?aki_policy=profile_x_medium,Downtown Vancouver,21,21
241920,https://www.airbnb.com/users/show/241920,Scott,2010-09-21,"Vancouver, Canada","I'm a film and tv director from Vancouver, and my partner is a painter. We have a small hypo-allergenic dog (Dusty.) We love our neighbourhood, and rent our home while travelling or working elsewhere. ",N/A,85%,https://a0.muscache.com/im/users/241920/profile_pic/1285125744/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/241920/profile_pic/1285125744/original.jpg?aki_policy=profile_x_medium,Gastown,1,1
255350,https://www.airbnb.com/users/show/255350,Elaine,2010-10-07,"Vancouver, Canada","Lover of travel with a passion for finding the best spots to eat, drink, see a show, take in some music or commune with nature. As a former journalist and current communications geek I'm always interested in a good story. Travel has taught me big lessons about the world and myself. By hosting, I hope to return the hospitality I've received from so many; helping guests find the inside scoop on my neighbourhood and city of Vancouver; the place I always love coming home to.",100%,97%,https://a0.muscache.com/im/users/255350/profile_pic/1340130432/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/255350/profile_pic/1340130432/original.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1
256391,https://www.airbnb.com/users/show/256391,Gail,2010-10-08,"Vancouver, Canada","Born in Australia and split my time between Vancouver and Whistler. Love cycling, my dog and meeting new people! ",100%,91%,https://a0.muscache.com/im/pictures/user/89a726f9-de48-4283-b06d-7f746a9da21b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89a726f9-de48-4283-b06d-7f746a9da21b.jpg?aki_policy=profile_x_medium,,1,1
260328,https://www.airbnb.com/users/show/260328,Debra,2010-10-12,"Vancouver, Canada",We lived in NYC for 20 years before moving to Vancouver.  We like to make things and value things that are made well and responsibly.  We hope you will feel this during our stay at our home.  (Update: We are now living in NYC.) ,N/A,N/A,https://a0.muscache.com/im/pictures/user/2baa2993-6a9f-4fba-ae14-fa9d36a140bd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2baa2993-6a9f-4fba-ae14-fa9d36a140bd.jpg?aki_policy=profile_x_medium,Fairview,1,5
264374,https://www.airbnb.com/users/show/264374,Angela,2010-10-17,"Vancouver, Canada","I am Angela and my friend's name is Gillian. We met through Airbnb and now became business partners and best friends. We both love design, art, music, travel, entertaining, fashion and food. We live in Kitsilano which is one of the most beautiful neighborhoods in Vancouver right next to the ocean. It has a really welcoming and vibrant atmosphere. 

We've been using Airbnb since the beginning, staying with hosts and hosting people from around the world. 

We're both easy going and enjoy life to the full. We love to meet people from all walks of life and share our different cultural experiences. ",100%,100%,https://a0.muscache.com/im/pictures/user/7cd962c7-e9e6-4a77-b10a-7e6402c504c0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cd962c7-e9e6-4a77-b10a-7e6402c504c0.jpg?aki_policy=profile_x_medium,Kitsilano,3,3
